SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
1420,3,3,Urban,1958,152214.91682024943
1747,4,3,Rural,2001,229677.21868600047
1125,5,1,Rural,1963,163850.77821716684
2511,3,2,Rural,1951,273143.34277111903
2867,4,3,Suburb,1956,199158.839227736
1909,4,3,Urban,1968,323968.4240343218
1566,5,3,Suburb,1981,251244.7991329053
2654,4,3,Urban,1995,281594.1261091281
1864,4,2,Suburb,1974,215405.0514868106
2849,4,1,Suburb,2000,344925.14424693945
2237,4,2,Rural,1980,218094.72795823577
1751,2,3,Urban,2016,155756.74110405592
2578,3,1,Rural,1957,262576.05293999845
1332,4,3,Rural,1981,168885.11053703932
2263,3,3,Urban,2010,205257.00913523568
2193,3,3,Urban,1955,128094.73095021395
1444,4,2,Urban,2009,157260.86014334223
1840,2,3,Urban,1984,161716.1984707044
2813,3,2,Suburb,1954,277317.6911390914
2320,3,2,Urban,1992,264931.9422612108
1831,3,1,Suburb,2002,141128.5683199996
2521,3,1,Rural,1978,315950.85196469084
1547,3,2,Rural,2009,156734.74994298024
1773,5,2,Rural,2011,203471.6182210732
2166,2,3,Rural,2001,86895.57765677202
1302,2,2,Urban,1982,148849.5830361177
1567,2,2,Suburb,1987,116402.48208845296
2053,4,2,Suburb,2002,166792.12914111212
2645,2,1,Suburb,1964,338942.026768423
2449,3,1,Rural,2020,252564.0426640362
2786,5,2,Suburb,2018,282563.30648693047
2626,3,2,Urban,1968,294628.6900491343
2543,5,1,Rural,1990,287578.5990120555
2219,5,3,Suburb,2005,246920.26484897672
2037,4,3,Suburb,2005,248592.72627167124
1997,4,2,Urban,1951,327288.4341991515
2317,4,1,Rural,2005,209885.60957596495
1986,2,3,Suburb,2010,244280.8111719849
2475,2,3,Rural,1977,259108.9371220938
2855,2,2,Rural,1992,348460.8137245219
1284,5,3,Suburb,1991,152196.13873326944
1494,5,1,Rural,2021,86795.32210234045
2953,2,1,Rural,1974,208697.14673018083
1878,3,2,Suburb,1989,159685.44672150235
2747,2,3,Rural,1962,386844.3801991873
2959,3,1,Urban,1951,330881.7428923701
2135,5,3,Rural,2008,198322.41686973497
2590,5,2,Rural,2000,287768.9365814012
2949,4,1,Suburb,1971,309883.16206919646
1606,3,2,Rural,1951,181213.59123443364
2869,4,3,Rural,1977,317302.23216797103
1054,5,2,Suburb,1995,164103.41159787323
1300,5,2,Rural,1987,87844.9600124005
1961,3,2,Rural,1968,202082.55167842103
2533,5,2,Rural,2012,234234.4536272096
1289,4,2,Suburb,1956,88771.17940325578
2920,3,1,Urban,2013,362339.73551003775
1534,2,1,Urban,1981,159820.7828592093
1734,4,3,Rural,2018,262693.6144862059
2059,5,3,Rural,1954,205412.7704075125
1497,2,2,Suburb,1971,220831.20914375503
1402,2,3,Urban,1973,155307.08799276184
1932,3,2,Rural,1973,174435.7293190737
2949,2,3,Rural,1978,258079.78548289623
1726,2,2,Rural,2015,120638.99098484026
1111,3,3,Suburb,1979,172943.80407887851
2156,4,1,Urban,1989,225364.9192377664
2340,5,3,Rural,1991,315304.7590995394
2163,5,2,Rural,1995,140177.4305376034
1815,5,1,Rural,1959,286948.3085411084
2282,4,2,Suburb,1950,179122.691146572
1167,4,2,Suburb,2012,220131.29533692772
1832,4,2,Suburb,1969,297931.5163243381
1474,2,2,Suburb,1979,82262.191032079
2951,4,3,Urban,1971,325353.3389015351
1210,4,3,Suburb,2006,177753.5630294832
2921,5,1,Suburb,1972,343869.298210196
1327,4,1,Suburb,1961,130968.9716991264
2500,2,2,Rural,2007,365628.8504071833
2200,4,1,Suburb,1996,303411.21942690224
2007,2,2,Suburb,2012,226375.90230231185
2830,3,1,Suburb,1983,463977.2384820697
1934,3,1,Urban,2011,173047.07894387245
2884,4,2,Suburb,2003,224241.12932597805
2590,5,3,Rural,1990,319184.6733364819
2338,2,3,Rural,1979,210520.71737725
2151,4,2,Suburb,1997,211910.2719790187
2513,5,1,Rural,2011,313704.0719041232
1440,5,1,Rural,2012,196940.92695422363
2105,3,2,Rural,1954,180389.09762843375
2465,4,3,Rural,1988,355776.1230613863
2274,4,1,Urban,1992,307648.2452408223
1495,4,2,Suburb,1982,69340.73831972921
1113,2,1,Rural,1984,132207.08406529442
2363,2,3,Suburb,1953,293463.3220217124
2193,3,2,Suburb,1956,281436.5501707276
2573,2,3,Urban,1998,230993.914624285
2864,2,2,Urban,1968,295872.0058513885
1622,4,2,Suburb,1972,209483.7167917144
1420,3,3,Suburb,1989,177087.51548239464
2549,4,1,Urban,1968,236837.67518362057
1784,3,2,Urban,1973,154991.2329636786
1125,2,1,Urban,1962,165022.38781385083
2210,5,1,Rural,1988,321674.8596716501
1919,2,2,Urban,1981,246742.6023218728
1971,5,3,Suburb,2020,204764.9014219021
1672,3,2,Urban,1964,147480.7771552208
2189,3,2,Suburb,1993,190996.46743420017
1124,3,1,Suburb,1998,58747.04592554766
2122,2,1,Urban,2014,152222.32123196096
2515,2,1,Suburb,2021,294759.03296567855
2365,3,2,Rural,1975,262685.94078210904
2887,2,1,Urban,2019,367194.93540842494
1425,2,1,Suburb,1997,259946.18774181223
2516,3,2,Rural,2010,290383.9708458203
1912,2,3,Urban,1958,203698.43782620487
1982,2,3,Urban,1967,169129.51721517806
1091,3,3,Suburb,1973,277074.9289257184
1313,2,1,Urban,1963,107235.3318465615
1235,4,1,Suburb,1983,241791.24439489815
2715,5,2,Rural,1958,374664.55316044856
2601,3,1,Urban,1967,288390.58557388576
2826,5,3,Urban,1976,344945.44503599085
2359,3,2,Rural,1951,293516.5437298203
1602,4,3,Urban,2017,199212.6473171936
2570,3,1,Rural,1965,170024.66459339383
1112,4,1,Urban,1976,109648.31835132666
2430,2,3,Urban,1976,218753.88129774455
1984,2,3,Urban,2007,172874.84615156276
2736,3,2,Urban,2020,255940.94463799044
2036,4,1,Suburb,1995,245510.24318525768
1402,4,2,Urban,1996,100992.728466554
1510,5,1,Urban,1984,281115.14899811684
2302,4,2,Suburb,1954,166982.13680256196
1118,3,1,Rural,1967,128058.85961524732
2598,4,2,Urban,2007,239028.43947543984
1287,5,1,Rural,2003,194231.80177526828
2945,2,3,Rural,1998,277626.8931289792
2121,5,3,Rural,1977,368322.5067429012
2839,3,1,Rural,1968,234190.40214635647
2136,5,2,Rural,2017,284262.0895076582
2583,4,1,Urban,1965,347825.7133998977
2561,3,1,Rural,1991,236042.37396135667
2983,4,3,Urban,1999,280706.2698487051
2630,3,2,Rural,2000,237559.91862629275
2186,2,3,Suburb,2021,244863.04599208772
1214,5,1,Rural,1953,182557.52318526196
1983,3,2,Urban,1958,298927.8695820728
1295,2,1,Suburb,1974,95325.13959072264
2605,4,3,Urban,2003,263754.90270753304
2340,3,3,Rural,1987,156461.50677932514
1627,4,3,Suburb,2016,249043.39589540823
1172,3,1,Suburb,1960,131541.6270907389
1171,5,2,Urban,2005,242893.706468936
2847,5,1,Rural,2007,351918.0804486793
2448,2,3,Rural,1966,281451.2993166561
1303,4,3,Rural,1999,122214.32321428964
2020,3,1,Rural,1959,179705.73613842984
1730,5,3,Rural,2017,146563.22422299045
1493,2,3,Suburb,1986,145033.03001236322
2736,2,1,Rural,1960,239707.8580420465
1005,4,3,Urban,1991,87658.88397990151
2926,3,3,Urban,1976,309979.551845509
1770,2,1,Urban,1990,157304.84227154162
2129,3,3,Suburb,1950,156636.93668410933
1409,2,1,Suburb,1998,93683.64283779496
1025,5,2,Suburb,1968,76896.31817289945
2498,5,1,Urban,1950,239779.90329182023
2445,2,3,Urban,2021,250230.25794355464
1336,5,3,Urban,1958,170516.7500984015
2243,2,2,Urban,2000,232462.4527446684
1022,2,2,Suburb,2019,87126.34920589218
1936,2,1,Rural,1998,209919.8210531281
1931,3,3,Urban,1999,236251.66028332332
2035,2,2,Rural,2006,261109.5669883514
2626,5,3,Suburb,1997,303468.6293212245
1469,3,3,Rural,2006,399005.7361807445
2977,5,2,Suburb,1955,357918.0248939186
1572,3,1,Suburb,2016,158587.01486858103
2719,3,1,Rural,1981,263971.1893410966
2319,2,2,Suburb,1982,215308.1147342996
1343,2,1,Suburb,2015,99382.86751940216
1408,5,1,Rural,2005,58263.07467927769
2648,2,1,Suburb,2007,296447.2653387757
2986,2,1,Urban,2020,290467.5265903441
2877,3,1,Rural,1961,282958.5553237845
1564,2,3,Suburb,1999,205549.832163891
2997,4,1,Rural,1986,391470.2599844842
2425,4,1,Urban,1964,261635.4464066807
2034,4,1,Rural,1989,174945.03154764444
2304,2,1,Suburb,1955,346428.20433833054
2479,3,1,Suburb,2017,328101.6763095986
2811,5,2,Urban,1983,366928.9473258063
2831,4,3,Suburb,1974,329045.23882717395
2904,5,3,Suburb,1989,324354.1683660104
1666,5,1,Rural,1996,230670.56453407707
2602,3,2,Urban,1976,196553.91390566205
2451,4,1,Suburb,2004,203919.57387192824
2398,5,3,Urban,1964,302027.97387537634
1577,5,2,Suburb,2013,214051.5896562909
2096,2,1,Suburb,1978,292126.7260180792
1353,2,1,Suburb,1980,131468.5945788011
2478,4,2,Suburb,1998,227956.46097427863
2891,5,3,Suburb,2011,331896.5332262776
2575,5,3,Urban,1971,346915.1261191382
1037,3,3,Suburb,1959,107155.30020372012
1381,4,3,Suburb,2015,189845.62624231525
1977,5,2,Suburb,1995,326954.96674502786
1342,5,3,Urban,1956,163627.02429595435
1238,5,3,Suburb,1993,189571.39362628083
2576,2,2,Suburb,2010,153433.30839302685
2371,5,2,Rural,2016,244163.37221889928
1325,3,1,Suburb,2006,48179.11601324917
2527,2,1,Suburb,1955,231014.67354663415
1925,2,2,Urban,2017,127644.6499909926
1440,4,1,Rural,1984,156795.41548247827
1133,5,1,Suburb,1956,210375.81198322464
2014,4,1,Suburb,1962,160908.39562307516
1418,2,3,Urban,1973,222799.91525955196
2374,4,2,Suburb,2013,304803.1756176444
2548,3,2,Rural,1967,349692.9092279408
1222,2,1,Suburb,1958,109779.73557336848
2216,5,1,Suburb,1993,226533.5754031862
2006,3,3,Urban,1962,203780.80428711287
2806,5,2,Urban,1972,314030.2173410661
2197,2,3,Rural,2013,173065.48085435515
2636,4,3,Rural,2013,379827.7638633237
2278,3,2,Urban,1951,310378.6043228494
1890,2,1,Suburb,2015,149764.5429811766
2205,3,3,Rural,2002,365617.2368940612
1565,4,2,Rural,1985,176143.5699592804
1763,2,1,Suburb,2013,253365.16554931772
1348,4,2,Suburb,2012,73456.37935828706
2521,2,1,Urban,1956,301751.6121887136
2278,5,3,Urban,1997,326279.3260550314
2172,3,1,Suburb,1971,153545.07132149214
2431,3,3,Suburb,2006,292414.9390530147
1459,5,1,Urban,2003,294023.0108731481
1508,5,1,Urban,1999,202344.21313735985
2699,5,3,Rural,2020,276824.5814302931
1224,2,2,Rural,2006,68527.5767616585
1106,2,2,Rural,1965,203299.02502360527
2215,5,1,Suburb,1979,263648.408685057
2280,5,1,Urban,2010,259151.3388396933
1969,2,3,Suburb,2015,148583.7799251647
2735,4,1,Urban,1969,212422.44014276523
1216,3,3,Urban,1997,207737.53025625696
2187,5,2,Rural,1968,226830.9229798612
1704,5,3,Urban,1958,223608.5139933434
2610,5,3,Urban,1978,307719.5194099143
1619,3,1,Urban,1962,170242.39817028926
1502,3,2,Suburb,1963,156251.1403851855
2328,4,1,Urban,1959,229770.4443061216
2137,2,1,Rural,2019,142425.4321930312
2125,5,3,Urban,1954,273636.78617309354
2509,2,1,Suburb,1979,155369.09400655978
2494,3,3,Suburb,2001,216914.2566216522
2107,5,1,Suburb,2021,279191.8835334183
2079,4,1,Rural,1992,303830.1815228829
1066,2,1,Rural,2001,61596.88023175636
1024,3,3,Suburb,1977,131753.46791197383
2884,5,3,Urban,2016,327600.1605722612
1208,5,2,Urban,1969,137342.83038972013
2004,4,1,Rural,2004,280264.92415400024
2981,3,3,Suburb,1951,308688.7646383948
2774,3,2,Suburb,2012,282574.0110095739
2017,2,2,Urban,1961,187376.1358539289
1435,5,3,Suburb,1997,186332.54870655268
1448,3,1,Urban,1951,96795.86767533296
1974,5,2,Urban,1960,289497.0293645555
2944,2,2,Rural,1990,261696.3503544161
1541,5,2,Suburb,2016,213765.1244172858
2061,2,1,Urban,1990,211579.2597730585
1067,5,1,Rural,1965,146360.87442512752
1943,3,3,Rural,1982,270188.61944780045
2264,3,2,Rural,1953,267874.6044793837
2942,4,3,Urban,2012,297015.1809028898
1563,4,1,Urban,1994,218147.77798505907
2533,3,3,Suburb,1992,420521.60504057945
1097,4,3,Urban,1979,34180.95336633033
2017,4,2,Suburb,1963,354114.48777864885
2831,5,1,Rural,2010,341158.03967409855
1452,2,1,Rural,2020,201973.97236565588
1418,3,1,Rural,2015,269690.2748782891
2760,4,3,Urban,2003,274297.0405437782
2586,3,1,Urban,1994,318779.8528884653
2636,4,3,Suburb,2014,302566.13107649697
1403,3,2,Rural,1952,181526.22989751832
1678,3,1,Rural,1965,149157.96639910835
1318,4,3,Rural,1974,206764.74763500813
2293,4,3,Urban,1965,274799.562074692
2996,5,3,Urban,2010,448410.8927903418
1061,4,1,Rural,2020,216280.4829838042
1827,2,2,Rural,1996,202296.15376233787
1098,2,2,Suburb,1993,66269.25456324985
1535,2,2,Suburb,1990,148295.19738366068
2215,2,2,Rural,1981,242655.9912707668
1665,2,3,Rural,2020,123399.29222562266
2836,4,2,Suburb,1978,284820.0038527527
1084,5,1,Urban,2014,162984.5529673061
2404,5,3,Suburb,1980,168817.282340558
1926,3,3,Rural,2021,272900.4306997078
2392,4,3,Rural,1981,311033.6535890236
2209,2,1,Urban,1967,186727.36138943807
1899,4,3,Urban,1996,145012.383279289
2996,2,1,Urban,1969,317204.9612894133
1958,4,3,Suburb,1998,239780.5002286301
1201,5,2,Urban,2013,93781.89800094916
2787,5,2,Urban,1973,394465.0955070281
2152,5,3,Rural,1972,206185.83550766984
1611,2,2,Rural,1989,202026.19040829956
1795,4,1,Urban,1966,146043.53526284176
1290,2,2,Suburb,1982,177064.694758858
2892,4,3,Suburb,1992,306943.08678236563
1071,3,1,Suburb,2018,176105.87349972228
2970,4,1,Urban,2004,299354.3999068431
1030,5,2,Suburb,1956,154035.3633916974
1764,4,2,Suburb,1981,213338.73719601092
1201,4,1,Urban,1956,134126.81362734374
2576,5,1,Rural,2002,373642.2265047949
2508,2,1,Rural,1999,174878.02451144738
1591,4,2,Suburb,2005,188416.24010045495
1032,2,3,Urban,1985,227102.392237032
2092,4,3,Urban,1975,185438.9313276452
2045,5,2,Urban,1999,257921.1704659945
1185,2,3,Rural,1999,188364.5740992286
1527,3,1,Suburb,1962,183070.62672811947
2847,5,1,Rural,1986,262925.8906679432
1088,2,2,Rural,1959,160656.6245574956
2953,4,1,Urban,2013,204647.85487616292
2523,4,3,Urban,1974,270745.5937593896
1505,2,3,Rural,1969,229144.2853343414
1602,4,3,Rural,1951,124359.069977046
1107,3,2,Rural,2008,189618.70946255865
2590,4,3,Urban,1965,310368.91848383733
2031,4,1,Suburb,1988,156741.28692497636
1382,5,1,Rural,1989,131093.20270798466
1876,2,1,Suburb,1951,191895.5434091396
1462,5,3,Suburb,1976,166426.1819284306
1193,4,1,Suburb,2019,193815.8688507923
2371,4,1,Suburb,1976,238341.4334231617
1593,5,1,Suburb,1970,219640.10692008687
1837,3,2,Rural,1959,149917.7522772337
1563,5,2,Suburb,2020,144964.39070040092
1744,3,3,Suburb,2003,130609.28702283374
2943,5,2,Suburb,1996,258483.100889733
2937,5,3,Urban,2009,378084.44234731
1559,2,1,Suburb,2010,169072.89638833533
1861,5,3,Urban,1997,189571.48216527785
1213,2,2,Rural,2004,83400.59453019578
2225,3,3,Suburb,1958,224896.22595286148
2382,3,2,Suburb,1952,259308.81505647587
2078,2,3,Suburb,1977,230098.5472493337
1788,5,3,Suburb,1969,250796.82040437503
2929,4,2,Rural,1974,343006.0804942079
2158,5,1,Suburb,1963,219485.90531434587
2812,4,3,Urban,1992,393110.8123687287
1753,4,2,Suburb,1988,149862.834250553
1129,4,3,Rural,2008,114431.44092506867
1321,4,1,Rural,2014,216634.68080589396
1904,3,2,Urban,2012,271477.2440381121
1219,5,1,Urban,2001,130976.35847140972
1753,4,2,Urban,1974,185248.1657127602
1814,4,1,Suburb,2007,197682.7584189398
1133,3,2,Rural,1978,71992.81629029606
2524,3,2,Urban,2019,286909.3560891653
2922,3,3,Urban,1982,318668.8068824155
1359,3,3,Suburb,1991,185069.3098236055
1906,5,1,Urban,2021,177470.0717016296
1332,5,3,Rural,1952,200896.42566180392
1344,5,3,Suburb,2013,150845.78686725465
1270,5,2,Urban,1971,158387.1680106213
2239,5,1,Suburb,2002,268561.98575412
2955,3,1,Rural,1969,313533.6539984128
1579,5,2,Suburb,2002,162659.1812401853
1530,2,2,Urban,2011,216581.9399043948
1366,5,2,Urban,1994,74619.25610851595
2036,2,2,Urban,2004,246950.69854448404
1802,2,3,Suburb,1955,196144.90957228185
2755,3,2,Rural,1963,287717.31883491995
2815,3,3,Urban,1964,248259.3249304247
1154,4,3,Rural,1975,135144.5475175973
1097,3,1,Suburb,1963,10135.85808015117
2757,2,1,Suburb,1976,285473.08549375454
2403,3,1,Rural,2004,202530.6406957937
1127,4,1,Rural,1998,211887.17249284507
2994,3,2,Suburb,1980,299967.8278533522
2745,5,1,Suburb,1966,260964.66603094223
1081,4,1,Rural,1972,131491.41903936438
1034,3,2,Suburb,2003,131387.66147450448
2349,4,2,Rural,1965,262261.5288333963
2070,2,3,Suburb,2012,284718.725262408
2264,3,2,Rural,1994,290196.95928735624
2669,2,1,Suburb,1984,230317.57199036024
1721,3,3,Urban,1971,197734.79728766056
1185,3,1,Suburb,1977,211116.2717594079
2674,2,3,Rural,1953,251498.64203202515
2083,5,2,Urban,1962,262360.1082670995
1497,4,1,Suburb,2010,149516.44508894644
1327,4,2,Urban,1996,106971.98375453704
2663,3,3,Suburb,2006,256193.52154837424
2617,3,1,Rural,2017,183101.79553845196
1041,4,2,Rural,1999,188108.53446192635
2445,4,2,Urban,1965,312013.7261467616
2416,5,1,Urban,2009,252552.8833576421
2017,5,3,Urban,2015,271417.4614762034
1654,5,2,Rural,2017,245316.4049085471
1480,3,1,Suburb,2014,206367.82388821885
1729,5,2,Rural,2007,100288.91157428893
2456,4,3,Urban,1985,256430.71684332067
1161,2,2,Suburb,1972,8336.559189274369
1405,2,1,Rural,2010,190279.36228163727
2016,2,1,Suburb,2011,229519.97210986892
2582,4,1,Rural,2000,275409.27510843094
1375,2,1,Suburb,2017,194601.91420872943
1048,5,1,Rural,2005,205435.05994097312
1983,2,2,Urban,2020,169875.67128516038
1483,2,3,Urban,1956,137153.0485381106
2701,2,2,Suburb,1967,344173.168404563
2437,2,2,Rural,1958,286333.1146488493
2354,4,3,Urban,2009,237140.4128876109
1791,4,1,Rural,1999,152462.49930589722
1734,4,2,Rural,1978,243617.5812318502
1169,2,3,Suburb,2001,108515.12778166648
2072,2,1,Rural,2013,184781.2679054423
2135,4,3,Rural,1968,213929.81052191707
1607,2,3,Urban,1959,145641.1177686734
2797,2,3,Rural,1981,219873.03515962773
1457,4,3,Rural,1992,192489.58480728703
2023,2,2,Rural,2014,262117.7211565165
1592,4,1,Rural,2018,218287.15829823323
1859,4,3,Urban,2006,210218.35841559025
1677,2,1,Suburb,1999,202044.00483568333
1391,4,3,Suburb,2007,186243.37012594705
1048,5,1,Suburb,1951,149709.8584480311
1508,4,3,Urban,2006,91584.7330247112
2594,2,1,Suburb,2000,343738.89976224734
2479,4,1,Rural,2021,300599.2349774583
1455,5,3,Urban,2019,156314.27389354797
2254,3,3,Suburb,1955,268929.0886709963
1242,4,1,Rural,1951,170437.9180936683
1718,2,3,Rural,1985,180571.20655467245
2275,4,1,Urban,2000,212283.91925618536
2009,3,2,Rural,1981,212757.87188361437
2093,2,3,Urban,1995,289191.5054736979
1008,2,2,Rural,1955,46884.86500036724
2822,5,1,Urban,2010,317894.9046998992
1046,4,3,Urban,1961,300139.6731991788
2193,3,3,Rural,1953,277308.040316342
2271,3,2,Urban,1975,211072.89317224093
2778,3,2,Suburb,2010,358451.38836577174
2795,3,1,Urban,2017,298446.72041652614
1664,5,1,Urban,2020,171464.1716740824
1548,4,3,Urban,1996,170596.77575643008
2116,3,1,Rural,1955,209753.36314449177
1193,4,2,Suburb,1961,160155.63691160004
1240,2,2,Rural,1971,59098.63954533286
1480,5,1,Suburb,1996,70576.74884520657
2697,2,1,Urban,2013,316821.14527166734
1627,4,1,Rural,1970,182730.4232953337
1014,4,1,Suburb,2017,122023.28369530653
1514,3,2,Rural,1984,162051.65141261555
1183,3,3,Urban,1955,220338.93193362083
1504,5,1,Rural,1951,201450.35520118635
2176,3,1,Rural,1973,272008.849710393
1664,3,3,Rural,2019,195867.40196317452
2504,2,1,Rural,2008,254175.23953456213
1936,2,3,Suburb,2009,230914.64043091948
2679,2,3,Urban,2020,347283.3021940709
1085,3,2,Rural,1986,194883.8554747524
2588,3,3,Urban,1996,319101.47520436335
2534,4,1,Urban,1993,275865.2675022483
1637,2,3,Rural,2003,188448.87318625144
1702,2,2,Rural,2003,171329.22310744436
2455,2,2,Urban,1970,277814.3075002761
2863,3,2,Urban,2013,340906.43487559963
2230,3,1,Urban,1966,296522.1740557991
1883,5,1,Suburb,1968,164620.32036837007
2691,4,1,Urban,1987,379704.3351576718
2625,4,3,Urban,2020,270696.45120955445
2709,3,3,Urban,1968,339543.9356476529
1082,4,2,Urban,1969,143590.2545004458
1897,2,2,Rural,1991,287414.8394242121
2775,3,2,Rural,1994,192575.67581223475
1782,5,1,Rural,1992,222715.2398168804
1813,2,1,Suburb,2007,252819.61846524783
1370,5,2,Urban,2015,142468.62040271296
2152,2,1,Urban,2016,327973.54143329547
2262,3,2,Suburb,2018,191444.71662663727
2830,5,3,Rural,1975,272012.265169515
1567,4,2,Urban,1979,169012.5677889412
2456,3,1,Suburb,1969,235349.86766076207
2563,3,1,Rural,2021,309113.8951904627
1256,5,2,Suburb,2005,146013.21027256091
1973,5,2,Suburb,2020,205528.79877406167
2630,2,2,Rural,2014,340157.4105234837
1195,4,1,Suburb,1965,24264.532208237277
2927,2,1,Rural,2006,268829.5843396774
2676,5,2,Suburb,1953,373195.6800885814
1591,4,3,Suburb,1950,90911.31723535666
1164,3,3,Suburb,1973,57882.34289076987
1715,4,2,Suburb,2005,258808.5580123556
1399,5,2,Rural,1980,173587.76715624917
1078,2,3,Suburb,1982,126266.45891176832
2097,3,3,Urban,1962,190604.6448938893
2435,3,1,Urban,1976,281173.204982337
1201,4,3,Rural,1998,216784.0272779053
1949,3,3,Suburb,1988,165938.34433868993
2747,4,2,Suburb,2011,248629.37280312533
2063,5,2,Urban,1966,227163.16525651852
1320,5,2,Rural,1965,99495.74110201965
2001,4,2,Suburb,1963,302758.4712939657
1956,5,2,Suburb,1964,255500.6502956529
2174,4,2,Suburb,1968,304239.8973819005
2644,5,3,Rural,2020,289846.5805055787
2823,5,2,Urban,1951,377312.5614500739
2990,2,2,Rural,1963,302196.88253060274
1827,3,3,Urban,2021,151143.4582544473
1630,3,3,Rural,1987,88912.90483281625
1216,4,2,Suburb,1968,150586.41972130974
2730,2,2,Rural,1988,329252.9692668148
2091,4,3,Rural,1958,149664.0441176946
2100,4,1,Rural,1968,163184.60596726212
2362,2,3,Suburb,1990,176149.15314341424
1660,2,2,Suburb,1962,160818.15225895855
1289,3,3,Suburb,2001,94662.631966293
2555,4,2,Urban,1981,231931.3517812084
1757,2,3,Urban,1955,214556.12818069
1625,2,3,Urban,1968,132566.65897544537
1752,2,2,Rural,1956,268419.8508506773
2314,5,2,Rural,2014,202239.6885697144
2678,2,2,Rural,2005,347417.3423381897
2338,4,3,Urban,2000,304034.7352772485
2896,4,2,Urban,1996,375644.05386996455
2428,5,1,Suburb,1973,247756.89201054655
1547,5,2,Rural,1972,121427.99239463142
1426,3,2,Rural,1959,93175.4863766926
1254,3,1,Suburb,1972,107851.07130510762
1743,3,2,Suburb,1976,233736.7563658988
1233,5,1,Urban,1980,92816.37731102324
2216,2,3,Rural,2008,197279.2306111831
1163,5,1,Urban,2018,277954.3509289791
1172,5,1,Urban,2015,221060.24958825376
2641,4,1,Rural,1961,233809.29513280588
2113,5,1,Urban,2000,208754.31095092025
1047,2,2,Rural,1963,147101.18679625553
2539,2,1,Urban,1969,376331.6950976176
2520,4,2,Urban,1969,427589.0870411169
2890,3,2,Suburb,1966,269426.0709081626
1914,5,2,Rural,1982,348764.89189317526
1942,2,3,Urban,2003,173929.03979724107
2638,5,1,Rural,2014,318282.41602963314
1622,5,2,Rural,1969,143845.41884837835
1892,5,1,Rural,1962,256990.91268939097
1468,4,3,Rural,1983,230886.385457862
2756,3,3,Rural,2010,173446.78343186132
2312,3,2,Urban,1976,241933.425556753
2802,3,3,Suburb,1989,238083.80780845624
1805,2,3,Suburb,1983,267899.35671526194
1465,2,1,Urban,2008,130944.40546545996
2274,5,3,Rural,1967,261014.40447414824
2703,3,3,Rural,1973,221422.93276900772
1155,5,2,Urban,1972,192559.21541600613
2771,5,3,Urban,2013,326230.4616905707
1069,3,2,Suburb,1982,54164.866580845584
2127,4,1,Urban,2010,311049.446322178
1540,5,1,Urban,2009,170507.19122926812
2766,3,2,Urban,1984,357864.26377652324
2481,3,1,Urban,1986,284015.41111151496
2330,2,3,Urban,1969,289723.8578042355
2222,2,3,Suburb,1970,316390.5315031749
1204,3,2,Rural,2021,120654.18235760788
2699,3,3,Suburb,2009,314445.3582159462
1339,2,3,Urban,1974,181233.80922041068
2982,3,2,Suburb,1956,274710.68154226785
1440,4,3,Suburb,1980,294901.3436683436
1270,2,3,Suburb,2003,173849.60857421625
2716,4,3,Urban,1986,318940.9227336179
1971,2,1,Rural,2001,195215.39938702708
2603,4,3,Urban,1966,280204.2292721438
1845,3,1,Rural,2021,234775.74214075823
2029,3,3,Suburb,1976,197872.2575008529
2700,3,1,Urban,1982,329992.4962289317
2202,2,2,Urban,1961,172199.62712296526
1519,4,1,Suburb,2014,201278.1706443108
1113,4,3,Rural,1954,215551.85760877148
1359,4,3,Rural,1981,194201.14918315224
1705,5,1,Rural,1997,189371.6003550256
2422,2,2,Urban,1986,324427.3560614513
2388,3,1,Suburb,1992,253719.6212512084
1996,3,3,Suburb,2011,185354.69651504696
1565,2,2,Rural,2020,185563.75780212675
2269,4,1,Suburb,1970,232023.97249537904
2333,4,3,Rural,1952,248138.943866704
1815,3,1,Suburb,2020,162616.1200136133
2521,2,1,Urban,1999,346620.6928687281
2945,2,2,Rural,1992,337838.1940769628
2399,2,3,Suburb,2010,178712.8038445082
1727,4,1,Suburb,1966,194805.23764076355
1569,4,1,Rural,1995,84484.62418134716
1204,2,1,Rural,2004,153045.81971759186
1204,2,2,Suburb,1966,96954.71471980154
1688,4,2,Rural,1963,222316.36272362192
2605,2,2,Rural,1965,330897.81811008544
1253,2,1,Suburb,1992,160505.71695126456
2612,4,3,Urban,1951,201369.21335985267
1807,5,3,Suburb,1971,246785.2173134396
2911,4,1,Rural,1989,290474.686427642
1015,4,1,Suburb,1962,143965.6545047933
2478,3,3,Suburb,2015,336525.4636959856
2501,4,3,Rural,1984,242700.46278036063
2948,3,2,Suburb,1965,329459.8763448439
2854,3,2,Urban,1971,330097.62368551886
1743,5,3,Suburb,2020,245052.87578425813
2779,2,2,Rural,1989,304189.4863669495
1934,4,3,Urban,1989,225338.14233603416
2823,3,3,Urban,2001,410138.5708951858
1016,4,2,Rural,1978,49553.23644785032
2140,4,3,Suburb,1978,149992.20121719086
2958,3,2,Suburb,1997,386034.8677898346
1855,5,3,Rural,1987,217283.7707998167
2207,3,1,Rural,1984,317882.7531150898
1774,4,3,Suburb,1978,156912.00093384573
2720,2,1,Suburb,1978,252469.5867699715
1210,4,1,Suburb,2009,165232.09313437945
1981,4,2,Suburb,1996,166269.6814154373
